"generations","lieu_naissance","geo_coord","effectif"
"1951-1975",Lopera,Point(-4.215 37.945833333),1
"1951-1975",Egypt,Point(29.0 27.0),3
"1951-1975",Casablanca,Point(-7.62 33.599166666),2
"1951-1975",Valley Forge,Point(-75.47 40.096944444),1
"1951-1975",El Salvador,Point(-88.866111 13.668889),2
"1951-1975",Iran,Point(53.0 32.0),3
"1951-1975",Kingman,Point(-114.025 35.208333333),1
"1951-1975",Michoacán,Point(-101.91 19.21),1
"1951-1975",Mobile,Point(-88.052672222 30.727669444),2
"1951-1975",Durango,Point(-104.911944444 24.934722222),1
"1951-1975",Varanasi,Point(83.012777777 25.318888888),2
"1951-1975",Israel,Point(35.0 31.0),1
"1951-1975",Utrecht,Point(5.121666666 52.090833333),2
"1951-1975",Baliem Valley,Point(138.896027777 -4.021808333),1
"1951-1975",Yemen,Point(48.0 15.5),2
"1951-1975",Ballinrobe,Point(-9.2333 53.63333),1
"1951-1975",Mühlacker,Point(8.839166666 48.95),1
"1951-1975",Ölçek,Point(42.853333333 41.126388888),1
"1951-1975",Villavicencio,Point(-73.847222222 7.0675),1
"1951-1975",Fez,Point(-5.003333333 34.043333333),1
"1951-1975",Monterrey,Point(-100.308611111 25.671388888),1
"1951-1975",Baucau Municipality,Point(126.5 -8.583333333),1
"1951-1975",Bauchi,Point(9.844166666 10.315833333),1
"1951-1975",Florida,Point(-81.631666666 28.133333333),2
"1951-1975",Palembang,Point(104.764444444 -2.983333333),1
"1951-1975",Beledweyne,Point(45.203972222 4.735972222),1
"1951-1975",Lagos,Point(3.75 6.583333333),2
"1951-1975",Quibdó,Point(-76.658192 5.692277),1
"1951-1975",Kuwait,Point(47.6 29.166667),1
"1951-1975",Bni Chiker,Point(-3.0150692 35.2735291),1
"1951-1975",Bensonhurst,Point(-74.001944444 40.603333333),1
"1951-1975",Maroua,Point(14.327545 10.582321944),1
"1951-1975",Berkane,Point(-2.316666666 34.916666666),1
"1951-1975",Cizre,Point(42.18484 37.33024),1
"1951-1975",Lebedinovka,Point(74.68 42.88),1
"1951-1975",Nador,Point(-2.93333 35.1667),1
"1951-1975",St. Georgen im Schwarzwald,Point(8.330833333 48.124722222),1
"1951-1975",Van,Point(43.416666666 38.501944444),1
"1951-1975",São Gonçalo,Point(-43.053888888 -22.826944444),1
"1951-1975",Malaysia,Point(102.314361666 3.7805111),2
"1951-1975",Diyarbakır,Point(40.236666666 37.910833333),4
"1951-1975",Myanmar,Point(96.0 22.0),3
"1951-1975",Ondo State,Point(5.083333333 7.166666666),1
"1951-1975",London,Point(-0.1275 51.507222222),12
"1951-1975",Smara,Point(-11.670277777 26.739444444),1
"1951-1975",Imo State,Point(7.033333333 5.483333333),1
"1951-1975",Pakistan,Point(71.0 30.0),4
"1951-1975",Southern California,Point(-117.0 34.0),1
"1951-1975",Garissa,Point(39.658333333 -0.456944444),1
"1951-1975",Nieuw-Lekkerland,Point(4.683333333 51.883333333),1
"1951-1975",Reggio Calabria,Point(15.65 38.114438888),1
"1951-1975",Seremban,Point(101.938055555 2.729722222),1
"1951-1975",Maniitsoq,Point(-52.9 65.416666666),1
"1951-1975",Fray Bentos,Point(-58.3 -33.133333333),1
"1951-1975",Cairo,Point(31.235833333 30.044444444),5
"1951-1975",Saudi Arabia,Point(44.116667 23.716667),2
"1951-1975",Dickinson,Point(-102.788888888 46.883611111),1
"1951-1975",Sri Lanka,Point(81.0 7.0),2
"1951-1975",Biak Island,Point(135.936142 -0.945033),1
"1951-1975",Sargodha,Point(72.671111111 32.083611111),1
"1951-1975",Rosso,Point(-15.805 16.512777777),1
"1951-1975",Ponce,Point(-66.613611111 18.010833333),1
"1951-1975",Binéfar,Point(0.283333333 41.85),1
"1951-1975",Hong Kong,Point(114.158611111 22.278333333),1
"1951-1975",Taiwan,Point(121.0 24.0),1
"1951-1975",Miami,Point(-80.216666666 25.783333333),1
"1951-1975",Galkayo,Point(47.430833333 6.769722222),1
"1951-1975",Karachi,Point(67.01 24.86),3
"1951-1975",Lagos,Point(3.4 6.45),1
"1951-1975",Salt,Point(35.727222222 32.039166666),1
"1951-1975",Rio de Janeiro,Point(-43.205555555 -22.911111111),5
"1951-1975",Seoul,Point(126.99 37.56),3
"1951-1975",Bilbao,Point(-2.953333333 43.262222222),4
"1951-1975",Alexandria,Point(29.8925 31.1975),1
"1951-1975",Seville,Point(-5.983333333 37.383333333),2
"1951-1975",Turkmenistan,Point(60.0 39.0),1
"1951-1975",A Coruña,Point(-8.383333333 43.366666666),1
"1951-1975",Bossier City,Point(-93.6914 32.5178),1
"1951-1975",Alexandria,Point(-77.047222222 38.804722222),3
"1951-1975",Vietnam,Point(108.0 16.0),1
"1951-1975",Granada,Point(-3.600833333 37.178055555),1
"1951-1975",Valencia,Point(-0.376388888 39.47),1
"1951-1975",Palma,Point(2.649722222 39.566666666),2
"1951-1975",San Marcos Department,Point(-91.79555556 14.96111111),1
"1951-1975",Málaga,Point(-4.416666666 36.716666666),2
"1951-1975",Marrah Mountains,Point(24.367777777 13.044166666),1
"1951-1975",Yekaterinburg,Point(60.612777777 56.835555555),1
"1951-1975",Afghanistan,Point(66.0 33.0),1
"1951-1975",Nizhny Novgorod,Point(44.0075 56.326944444),1
"1951-1975",Samara,Point(50.116666666 53.183333333),2
"1951-1975",Paris,Point(2.352222222 48.856666666),6
"1951-1975",Kazan,Point(49.114444444 55.790833333),1
"1951-1975",Bangladesh,Point(89.866667 24.016667),1
"1951-1975",Guadalajara,Point(-103.3475 20.676666666),1
"1951-1975",Ufa,Point(55.9475 54.726111111),1
"1951-1975",Oiartzun,Point(-1.857777777 43.299166666),1
"1951-1975",Ahar,Point(47.060277777 38.475),1
"1951-1975",Watsonville,Point(-121.763611111 36.92),1
"1951-1975",Perm,Point(56.248888888 58.013888888),1
"1951-1975",Haret Hreik,Point(35.516666666 33.85),1
"1951-1975",Changchun,Point(125.2 43.9),1
"1951-1975",Changchun,Point(125.322777777 43.88),1
"1951-1975",Liaoyuan,Point(125.13805 42.89757),1
"1951-1975",New Amsterdam,Point(-57.516666666 6.25),1
"1951-1975",Tanzania,Point(34.853888888 -6.306944444),1
"1951-1975",Baku,Point(49.835183333 40.366655555),4
"1951-1975",San Angelo,Point(-100.45 31.45),1
"1951-1975",London,Point(-81.2497 42.9837),1
"1951-1975",Dili,Point(125.578333333 -8.553611111),1
"1951-1975",Alzira,Point(-0.435 39.15),1
"1951-1975",Rawalpindi,Point(73.0679 33.6007),2
"1951-1975",Villamuriel de Cerrato,Point(-4.515539 41.9500494),1
"1951-1975",Oudeschoot,Point(5.9547 52.9347),1
"1951-1975",Tunisia,Point(10.0 34.0),2
"1951-1975",Aiseau-Presles,Point(4.566666666 50.416666666),1
"1951-1975",Ath,Point(3.776941 50.631139),1
"1951-1975",South Elmsall,Point(-1.272602777 53.5959),1
"1951-1975",Zimbabwe,Point(30.0 -19.0),1
"1951-1975",Svietlahоrsk,Point(29.733333333 52.633333333),1
"1951-1975",Beijing,Point(116.407526 39.90403),7
"1951-1975",Burgos,Point(-3.699722222 42.340833333),2
"1951-1975",Youngstown,Point(-79.0425 43.248888888),1
"1951-1975",Morristown,Point(-74.4773 40.7966),1
"1951-1975",Botswana,Point(23.7 -22.2),1
"1951-1975",Techiman,Point(-1.929166666 7.577222222),1
"1951-1975",Fındıklı,Point(41.1429403 41.2704528),1
"1951-1975",Burundi,Point(29.816667 -3.666667),1
"1951-1975",Fayette,Point(-92.6861 39.1456),1
"1951-1975",Morón,Point(-58.616666666 -34.65),1
"1951-1975",Democratic Republic of the Congo,Point(23.656111111 -2.88),3
"1951-1975",San Antonio,Point(-98.493888888 29.425),1
"1951-1975",Eindhoven,Point(5.484166666 51.434444444),1
"1951-1975",Les Cayes,Point(-73.75 18.2),1
"1951-1975",Jackson,Point(-88.81775 35.614444444),1
"1951-1975",New Delhi,Point(77.208888888 28.613888888),1
"1951-1975",Córdoba,Point(-96.934722222 18.894166666),1
"1951-1975",Hami,Point(93.51548 42.83224),1
"1951-1975",California,Point(-120.0 37.0),2
"1951-1975",Keighley,Point(-1.916666666 53.866666666),1
"1951-1975",West Vancouver,Point(-123.167 49.3667),1
"1951-1975",Ciudad del Carmen,Point(-91.83645 18.637789444),1
"1951-1975",Hilversum,Point(5.18 52.23),1
"1951-1975",Mardan,Point(72.044722222 34.195833333),1
"1951-1975",Tbilisi,Point(44.7925 41.7225),2
"1976-2000",Boston,Point(-71.057777777 42.360277777),1
"1976-2000",New Bern,Point(-77.044444444 35.108333333),1
"1976-2000",Olavarría,Point(-60.333333333 -36.9),1
"1976-2000",Vyshhorod,Point(30.485333333 50.583277777),1
"1976-2000",The Gambia,Point(-15.5 13.5),1
"1976-2000",Zeist,Point(5.233333333 52.083333333),1
"1976-2000",Guinea,Point(-11.0 10.0),1
"1976-2000",Cameroon,Point(12.65 5.133333333),1
"1976-2000",Soacha,Point(-74.214444444 4.578055555),1
"1976-2000",Nan,Point(100.7766 18.7893),1
"1976-2000",Vlasenica,Point(18.933333333 44.183333333),1
"1976-2000",Malawi,Point(34.0 -13.0),2
"1976-2000",Damaturu,Point(11.966666666 11.75),1
"1976-2000",Damaturu,Point(11.978611111 11.780277777),1
"1976-2000",Ruwais,Point(52.73301956 24.11685491),1
"1976-2000",Miskolc,Point(20.783333333 48.1),1
"1976-2000",Wana,Point(69.588888888 32.305),2
"1976-2000",Tela,Point(-87.451405555 15.78245),1
"1976-2000",Morocco,Point(-6.0 32.0),1
"1976-2000",Paiporta,Point(-0.418333333 39.427777777),1
"1976-2000",Zaragoza,Point(-0.883333333 41.65),1
"1976-2000",San Sebastián,Point(-1.98 43.32),3
"1976-2000",Nigeria,Point(8.0 9.0),3
"1976-2000",Harstad,Point(16.53138889 68.79888889),1
"1976-2000",Uganda,Point(32.39 1.28),5
"1976-2000",Rwanda,Point(30.0 -2.0),1
"1976-2000",Carmen del Paraná,Point(-56.22 -27.23),1
"1976-2000",Somalia,Point(47.0 6.0),4
"1976-2000",Baksan,Point(43.533333333 43.683333333),1
"1976-2000",Khemisset,Point(-6.06 33.81),1
"1976-2000",Sudan,Point(32.0 15.0),3
"1976-2000",British Hong Kong,Point(114.16 22.28),1
"1976-2000",Hamburg,Point(10.0 53.55),1
"1976-2000",Saskatoon,Point(-106.683333333 52.133333333),1
"1976-2000",Blora,Point(111.38333 -7.06667),1
"1976-2000",Pekalongan,Point(109.67 -6.8825),1
"1976-2000",Belfast,Point(-5.93 54.596388888),1
"1976-2000",Cardiff,Point(-3.179166666 51.481666666),1
"1976-2000",Alameda County,Point(-121.91 37.65),1
"1976-2000",La Emilia,Point(-60.316666666 -33.35),1
"1976-2000",Birmingham Hall Green,Point(-1.84 52.43),1
"1976-2000",Dadu District,Point(67.583333333 26.333333333),1
"1976-2000",Đông Lâm,Point(106.54 20.3875),1
"1976-2000",Đông Lâm,Point(106.5444444 20.38666667),1
"1976-2000",Dover,Point(-74.5592 40.8856),1
"1976-2000",Villeta,Point(-57.56 -25.51),1
"1976-2000",Sarajevo,Point(18.413055555 43.856388888),1
"1976-2000",Manhattan,Point(-73.994166666 40.728333333),1
"1976-2000",Kenya,Point(38.0 0.1),1
"1976-2000",Surabaya,Point(112.737777777 -7.245833333),1
"1976-2000",Mataró,Point(2.45 41.533333333),2
"1976-2000",Mumbai,Point(72.8775 19.075833333),3
"1976-2000",Sonoma,Point(-122.458888888 38.288888888),1
"1976-2000",Shenyang,Point(123.428055555 41.8025),1
"1976-2000",Lahore,Point(74.343611111 31.549722222),2
"1976-2000",Viseu,Point(-7.913888888 40.6575),1
"1976-2000",Spalding,Point(-0.1529 52.7858),1
"1976-2000",Wulian County,Point(119.208322222 35.750002777),1
"1976-2000",Vilassar de Dalt,Point(2.3592879 41.5163595),1
"1976-2000",Vilafant,Point(2.937935 42.246755),1
"1976-2000",Astoria,Point(-73.92382 40.764587),1
"1976-2000",Jerusalem,Point(35.225555555 31.778888888),2
"1976-2000",Murcia,Point(-1.130277777 37.986111111),1
"1976-2000",Huelva,Point(-6.95 37.25),1
"1976-2000",Sabadell,Point(2.1075 41.548333333),1
"1976-2000",Bromley,Point(0.018305555 51.406444444),1
"1976-2000",Jerez de la Frontera,Point(-6.116666666 36.7),2
"1976-2000",Pontevedra,Point(-8.6475 42.433611111),2
"1976-2000",Mislata,Point(-0.4160286 39.4747357),1
"1976-2000",Petersfield,Point(-0.934530555 51.003769444),1
"1976-2000",Testour,Point(9.45 36.55),1
"1976-2000",San Juan Comalapa,Point(-90.88333333 14.73333333),1
"1976-2000",Doda,Point(75.57 33.13),1
"1976-2000",Stansted Mountfitchet,Point(0.198 51.898),1
"1976-2000",St. Catharines,Point(-79.233333333 43.183333333),1
"1976-2000",Tortosa,Point(0.521111111 40.8125),1
"1976-2000",Grenoble,Point(5.726388888 45.186944444),1
"1976-2000",Bron,Point(4.913055555 45.738611111),1
"1976-2000",Ghent,Point(3.725277777 51.053611111),1
"1976-2000",Chicago,Point(-87.65005 41.85003),6
"1976-2000",Chettuva,Point(76.051386 10.520967),1
"1976-2000",Homs,Point(36.716666666 34.733333333),1
"1976-2000",Natal,Point(-35.208888888 -5.795),1
"1976-2000",Oran,Point(-0.633055555 35.696944444),1
"1976-2000",Şanlıurfa,Point(38.791666666 37.158333333),1
"1976-2000",Namur,Point(4.866666666 50.466666666),1
"1976-2000",Luhansk,Point(39.2973153 48.5717084),2
"1976-2000",Benevento,Point(14.783333333 41.133333333),1
"1976-2000",Gryazi,Point(39.933333333 52.5),1
"1976-2000",Kolkata,Point(88.3638815 22.5726723),2
"1976-2000",Dhaka,Point(90.394444444 23.728888888),1
"1976-2000",Sha'ar HaAmakim,Point(35.111666666 32.721944444),1
"1976-2000",Bengaluru,Point(77.5912997 12.9791198),1
"1976-2000",La Cellera de Ter,Point(2.620736 41.968291),1
"1976-2000",Messina,Point(15.554166666 38.193611111),1
"1976-2000",West Virginia,Point(-80.5 39.0),1
"1976-2000",Stony Brook,Point(-73.128333333 40.906388888),1
"1976-2000",Gloversville,Point(-74.35 43.05),1
"1976-2000",New Brunswick,Point(-74.444444444 40.486666666),1
"1976-2000",Île-de-France,Point(2.3176 48.8522),1
"1976-2000",Terrassa,Point(2.008055555 41.561111111),1
"1976-2000",Tartu,Point(26.7225 58.38),1
"1976-2000",Pennsylvania,Point(-77.5 41.0),1
"1976-2000",Brest,Point(23.656944444 52.084722222),1
"1976-2000",New Jersey,Point(-74.5 40.0),1
"1976-2000",Amos,Point(-78.116666666 48.566666666),1
"1976-2000",France,Point(2.0 47.0),1
"1976-2000",Santiago de Compostela,Point(-8.533333333 42.883333333),3
"1976-2000",Oviedo,Point(-5.850277777 43.3625),1
"1976-2000",Vitoria-Gasteiz,Point(-2.673055555 42.846666666),2
"1976-2000",Istra,Point(36.866666666 55.916666666),1
"1976-2000",Texas,Point(-100.0 31.0),1
"1976-2000",Ituango,Point(-75.763611111 7.171111111),1
"1976-2000",Las Condes,Point(-70.583333333 -33.416666666),1
"1976-2000",Genoa,Point(8.933983333 44.407186111),1
"1976-2000",Linares,Point(-71.5979 -35.8454),1
"1976-2000",United Kingdom,Point(-2.0 54.6),2
"1976-2000",Trenčín,Point(18.040555555 48.894166666),1
"1976-2000",Manila,Point(120.977222222 14.595833333),1
"1976-2000",Chomutov,Point(13.411111111 50.462777777),1
"1976-2000",Fuiloro,Point(126.99 -8.508333333),1
"1976-2000",People's Republic of China,Point(103.451944444 35.844722222),1
"1976-2000",Cavite City,Point(120.9 14.483333333),1
"1976-2000",Buenos Aires,Point(-58.381944444 -34.599722222),1
"1976-2000",Mexico City,Point(-99.145555555 19.419444444),6
"1976-2000",Barcelona,Point(2.176944444 41.3825),10
"1976-2000",Kempen,Point(6.419444444 51.365833333),1
"1976-2000",Mount Stuart,Point(147.30222222 -42.87305556),1
"1976-2000",Esmeraldas,Point(-79.666666666 0.95),1
"1976-2000",Tarragona,Point(1.252777777 41.1175),1
"1976-2000",Lleida,Point(0.633333333 41.616666666),2
"1976-2000",Abidjan,Point(-4.026666666 5.336388888),2
"1976-2000",Guangdong,Point(113.5 23.4),1
"1976-2000",Jani Khel,Point(70.50638889 32.79861111),1
"1976-2000",Athens,Point(23.728055555 37.984166666),1
"1976-2000",Kfar Saba,Point(34.907683333 32.185783333),1
"1976-2000",Minnesota,Point(-94.0 46.0),1
"1976-2000",Baghdad,Point(44.366111111 33.315277777),1
"1976-2000",Caracas,Point(-66.933333333 10.5),4
"1976-2000",Badalona,Point(2.233333333 41.433333333),1
"1976-2000",Montbéliard,Point(6.798333333 47.509722222),1
"1976-2000",Santa Coloma de Gramenet,Point(2.211111111 41.453888888),1
"1976-2000",Komsomolsk-on-Amur,Point(137.0 50.55),1
"1976-2000",Brazil,Point(-53.0 -14.0),2
"1976-2000",Guatemala City,Point(-90.52525 14.609861111),1
"1976-2000",Vilanova i la Geltrú,Point(1.725905 41.224277),1
"1976-2000",Pallejà,Point(1.997777777 41.424166666),1
"1976-2000",Havana,Point(-82.358888888 23.136666666),1
"1976-2000",Sant Feliu de Llobregat,Point(2.043888888 41.383333333),1
"1976-2000",Uzhhorod,Point(22.295 48.623888888),1
"1976-2000",Khmelnytskyi,Point(27.0 49.42),2
"1976-2000",Kherson,Point(32.625 46.6425),2
"1976-2000",Ternopil,Point(25.6 49.566666666),1
"1976-2000",Cáceres,Point(-6.371111111 39.473055555),3
"1976-2000",Ústí nad Labem,Point(14.041666666 50.659166666),2
"1976-2000",Marshfield,Point(-90.173611111 44.666944444),1
"1976-2000",León,Point(-5.566944444 42.598888888),1
"1976-2000",Chernihiv,Point(31.294722222 51.493888888),1
"1976-2000",Makiivka,Point(37.961111111 48.055555555),2
"1976-2000",Vinnytsia,Point(28.467222222 49.237222222),2
"1976-2000",Novorossiysk,Point(37.766666666 44.716666666),1
"1976-2000",Sorokyne,Point(39.733333333 48.3),1
"1976-2000",Louisiana,Point(-92.0 31.0),2
"1976-2000",Canada,Point(-109.0 56.0),1
"1976-2000",Reading,Point(-0.973055555 51.454166666),1
"1976-2000",Zwiesel,Point(13.233333333 49.016666666),1
"1976-2000",Hucknall,Point(-1.2013 53.0339),1
"1976-2000",Araguari,Point(-48.186944444 -18.648888888),1
"1976-2000",Hyderabad,Point(68.368333333 25.379166666),1
"1976-2000",Kawasaki,Point(139.703 35.530888888),1
"1976-2000",Wangen im Allgäu,Point(9.834166666 47.685833333),1
"1976-2000",Busan,Point(129.075 35.18),1
"1976-2000",Badakhshan,Point(71.0 38.0),1
"1976-2000",San Diego,Point(-117.1625 32.715),1
"1976-2000",San Jose,Point(-121.872777777 37.304166666),1
"1976-2000",Houston,Point(-95.383055555 29.762777777),1
"1976-2000",Fort Worth,Point(-97.3325 32.756388888),1
"1976-2000",Mérida,Point(-71.266666666 8.516666666),1
"1976-2000",Austin,Point(-97.733333333 30.3),1
"1976-2000",El Paso,Point(-106.488611111 31.759166666),1
"1976-2000",Navy Petty-Officers School of Mechanics,Point(-58.46361111 -34.53833333),1
"1976-2000",Columbus,Point(-83.000555555 39.962222222),1
"1976-2000",Guangzhou,Point(113.26 23.13),1
"1976-2000",Manresa,Point(1.829166666 41.726388888),1
"1976-2000",Kalamazoo,Point(-85.59 42.29),1
"1976-2000",Long Beach,Point(-118.195555555 33.768055555),1
"1976-2000",Hebron,Point(35.098611111 31.535),2
"1976-2000",Migdal HaEmek,Point(35.244444444 32.678611111),1
"1976-2000",Sopron,Point(16.583333333 47.683333333),1
"1976-2000",Maceió,Point(-35.735 -9.665833333),2
"1976-2000",Neukölln,Point(13.435277777 52.481388888),1
"1976-2000",Srinagar,Point(74.806111111 34.091111111),1
"1976-2000",Oakland,Point(-122.25 37.8),2
"1976-2000",Aracaju,Point(-37.05 -10.9167),1
"1976-2000",Santa Cruz de la Sierra,Point(-63.1975 -17.789166666),1
"1976-2000",Réunion,Point(55.5325 -21.114444444),1
"1976-2000",Muslim Bagh,Point(67.73545 30.825354),1
"1976-2000",Galați,Point(28.0425 45.423333333),1
"1976-2000",Juchitán de Zaragoza,Point(-95.019444444 16.433333333),1
"1976-2000",Nyíregyháza,Point(21.716666666 47.95),1
"1976-2000",Maracaibo,Point(-71.633333333 10.633333333),1
"1976-2000",Toronto,Point(-79.386666666 43.670277777),1
"1976-2000",Wiesbaden,Point(8.24 50.0825),1
"1976-2000",Tournai,Point(3.388055555 50.605555555),1
"1976-2000",Cetinje,Point(18.921944444 42.393333333),1
"1976-2000",São Paulo,Point(-46.633947222 -23.550394444),6
"1976-2000",Colombes,Point(2.252222222 48.923611111),1
"1976-2000",Vienna,Point(16.3725 48.208333333),2
"1976-2000",Wilmington,Point(-75.551388888 39.748333333),1
"1976-2000",San Fernando,Point(122.6 12.316666666),1
"1976-2000",Normandia,Point(-59.622777777 3.880833333),1
"1976-2000",Al Bayda',Point(45.573333333 13.981388888),1
"1976-2000",Yevlakh,Point(47.15 40.617222222),1
"1976-2000",Dublin,Point(-6.260277777 53.349722222),1
"1976-2000",Murmansk,Point(33.083333333 68.966666666),1
"1976-2000",Tallinn,Point(24.745 59.437222222),2
"1976-2000",Alcarràs,Point(0.524069 41.56383),1
"1976-2000",Riga,Point(24.106944444 56.9475),1
"1976-2000",Budapest,Point(19.040833333 47.498333333),5
"1976-2000",Nangarhar,Point(70.5 34.25),1
"1976-2000",Niterói,Point(-43.103611111 -22.883333333),1
"1976-2000",Carnaúba dos Dantas,Point(-36.595 -6.555833333),1
"1976-2000",Gurinhatã,Point(-49.785833333 -19.212777777),1
"1976-2000",Aquidauana,Point(-55.786944444 -20.470833333),1
"1976-2000",Pechora,Point(57.219689 65.144154),1
"1976-2000",Frankfurt,Point(8.682222222 50.110555555),1
"1976-2000",Rodelas,Point(-38.755833333 -8.850833333),1
"1976-2000",Ploiești,Point(26.0225 44.941111111),1
"1976-2000",South Waziristan,Point(69.5929 32.2384),1
"1976-2000",South Waziristan,Point(69.68207 32.30397),1
"1976-2000",Kermanshah,Point(47.068611111 34.316666666),1
"1976-2000",Sacramento,Point(-121.486111111 38.575277777),1
"1976-2000",Jaffa,Point(34.753055555 32.052222222),1
"1976-2000",Farah,Point(63.5 32.5),1
"1976-2000",Cametá,Point(-49.495833333 -2.243888888),1
"1976-2000",Compiègne,Point(2.822222222 49.414166666),1
"1976-2000",Honolulu,Point(-157.857194444 21.304694444),1
"1976-2000",Belém de São Francisco,Point(-38.963888888 -8.757777777),1
"1976-2000",Manchester,Point(-2.233333333 53.466666666),1
"1976-2000",Hrodna,Point(23.816666666 53.666666666),1
"1976-2000",Augusta,Point(-81.975 33.47),1
"1976-2000",Naqadeh,Point(45.388055555 36.955277777),1
"1976-2000",Germany,Point(10.0 51.0),1
"1976-2000",Ibadan,Point(3.916666666 7.396388888),2
"1976-2000",Zenica,Point(17.903888888 44.201666666),1
"1976-2000",Brooklyn,Point(-73.990277777 40.692777777),1
"1976-2000",Protvino,Point(37.216666666 54.866666666),1
"1976-2000",The Bronx,Point(-73.873207 40.84676),1
"1976-2000",Phnom Penh,Point(104.921027777 11.569583333),1
"1976-2000",Malacca,Point(102.251 2.2),1
"1976-2000",Laghman,Point(70.2 34.66),1
"1976-2000",Quetta,Point(67.007 30.192),3
"1976-2000",Joensuu,Point(29.763888888 62.6),2
"1976-2000",Kuala Lumpur,Point(101.695277777 3.147777777),2
"1976-2000",Taipei,Point(121.5625 25.0375),2
"1976-2000",Constantine,Point(6.614722222 36.365),1
"1976-2000",Tirúa,Point(-73.5 -38.333333333),1
"1976-2000",Iceland,Point(-19.0 65.0),1
"1976-2000",Petrozavodsk,Point(34.35 61.783333333),1
"1976-2000",Kyiv,Point(30.523611111 50.45),5
"1976-2000",Puerto Aysén,Point(-72.6977 -45.4068),1
"1976-2000",Sulaymaniyah,Point(45.433333333 35.55),2
"1976-2000",North Waziristan,Point(69.95764 32.95087),1
"1976-2000",Hendaye,Point(-1.774444444 43.358611111),1
"1976-2000",Northampton,Point(-0.9 52.233333333),1
"1976-2000",Guiyang,Point(106.707777777 26.579444444),1
"1976-2000",Boulder,Point(-105.292777777 40.019444444),1
"1976-2000",Ramat Gan,Point(34.823541 32.070007),1
"1976-2000",Erice,Point(12.5875 38.0375),1
"1976-2000",Yerevan,Point(44.514444444 40.181388888),3
"1976-2000",Dar es Salaam,Point(39.280277777 -6.816111111),1
"1976-2000",Khartoum,Point(32.52654 15.60308),1
"1976-2000",Bucharest,Point(26.097777777 44.413361111),2
"1976-2000",Ust-Ilimsk,Point(102.666666666 58.0),1
"1976-2000",British Columbia,Point(-124.5 54.5),1
"1976-2000",Sichuan,Point(103.0 30.0),1
"1976-2000",Chaparral,Point(-75.484722222 3.723611111),1
"1976-2000",New Brighton,Point(-93.206111111 45.062888888),1
"1976-2000",Karbala,Point(44.033333333 32.616666666),1
"1976-2000",Visakhapatnam,Point(83.316666666 17.733333333),1
"1976-2000",Kitchener,Point(-80.483333333 43.45),1
"1976-2000",Aguascalientes City,Point(-102.296111111 21.880833333),1
"1976-2000",Petit-Goâve,Point(-72.866944444 18.431388888),1
"1976-2000",Zachepylivka,Point(35.247777777 49.196944444),1
"1976-2000",Villa de Etla,Point(-96.7989 17.20615),1
"1976-2000",Tunceli,Point(39.548055555 39.106111111),1
"1976-2000",Amhara Region,Point(37.9578 11.6608),1
"1976-2000",Uccle - Ukkel,Point(4.333888888 50.803611111),1
"1976-2000",Southend-on-Sea,Point(0.71377 51.53789),1
"1976-2000",San Luis,Point(-74.993333333 6.042222222),1
"1976-2000",Rehovot,Point(34.807777777 31.891388888),1
"1976-2000",Lichfield,Point(-1.82653 52.6835),1
"1976-2000",Thane,Point(72.963333333 19.18),2
"1976-2000",Patiala,Point(76.633333333 30.566666666),1
"1976-2000",Federally Administered Tribal Areas,Point(70.16666667 33.0),1
"1976-2000",Kaduna,Point(7.4165 10.5105),1
"1976-2000",Kaduna,Point(7.440277777 10.523055555),1
"1976-2000",Sabha,Point(14.433333333 27.033333333),1
"1976-2000",Hachioji,Point(139.316 35.666444444),1
"1976-2000",Incheon,Point(126.648611111 37.463888888),1
"1976-2000",Edmonton,Point(-113.5 53.533333333),1
"1976-2000",Samburu County,Point(36.666666666 1.166666666),1
"1976-2000",England,Point(-1.0 53.0),1
"1976-2000",Duisburg,Point(6.761111111 51.432222222),1
"1976-2000",Azogues,Point(-78.619722222 -1.241666666),1
"1976-2000",Ciudad Nezahualcóyotl,Point(-99.01483 19.40061),1
"1976-2000",London Borough of Enfield,Point(-0.079722222 51.654722222),1
"1976-2000",Ubud,Point(115.262 -8.507),1
"1976-2000",Sanlúcar de Barrameda,Point(-6.353888888 36.778888888),1
"1976-2000",Santa Clara,Point(-79.953055555 22.406666666),1
"1976-2000",Qamishli,Point(41.216666666 37.05),1
"1976-2000",Victoria,Point(-123.3657 48.422151),2
"1976-2000",Rapid City,Point(-103.228666666 44.081055555),1
"1976-2000",Reckendorf,Point(11.1678 49.8806),1
"1976-2000",Nablus,Point(35.266111111 32.216111111),1
"1976-2000",Syktyvkar,Point(50.816666666 61.666666666),1
"1976-2000",Slobozia,Point(27.366111111 44.563888888),1
"1976-2000",Wandsworth,Point(-0.192 51.455),1
"1976-2000",Cúcuta,Point(-72.504722222 7.9075),1
"1976-2000",Genk,Point(5.500647222 50.965305555),1
"1976-2000",Riosucio,Point(-77.113333333 7.438611111),1
"1976-2000",Malmö,Point(13.021423031 55.593188589),1
"1976-2000",Veliky Novgorod,Point(31.27579 58.52099),2
"1976-2000",Ahilyanagar,Point(74.733333333 19.083333333),1
"1976-2000",Mansoura,Point(31.383333333 31.05),1
"1976-2000",Corinto,Point(-76.259444444 3.173888888),1
"1976-2000",Mombasa,Point(39.666666666 -4.05),1
"1976-2000",Azerbaijan,Point(47.7 40.3),1
